,Unit,Time
220922,TTR682,10/1/2024 12:00:00 AM
220923,TTR682,10/1/2024 2:52:28 AM
220924,TTR682,10/1/2024 7:17:37 AM
220925,TTR682,10/1/2024 11:42:50 AM
220926,TTR682,10/1/2024 4:08:15 PM
220927,TTR682,10/1/2024 5:26:45 PM
220928,TTR682,10/1/2024 5:27:27 PM
220929,TTR682,10/1/2024 5:42:23 PM
220930,TTR682,10/1/2024 9:52:47 PM
220931,TTR682,10/2/2024 2:09:30 AM
220932,TTR682,10/2/2024 6:29:53 AM
220933,TTR682,10/2/2024 7:56:32 AM
220934,TTR682,10/2/2024 7:57:40 AM
220935,TTR682,10/2/2024 8:12:35 AM
220936,TTR682,10/2/2024 12:22:42 PM
220937,TTR682,10/2/2024 2:35:27 PM
220938,TTR682,10/2/2024 2:36:56 PM
220939,TTR682,10/2/2024 2:38:34 PM
220940,TTR682,10/2/2024 2:39:24 PM
220941,TTR682,10/2/2024 2:41:28 PM
220942,TTR682,10/2/2024 2:43:43 PM
220943,TTR682,10/2/2024 2:43:43 PM
220944,TTR682,10/2/2024 2:44:41 PM
220945,TTR682,10/2/2024 2:44:41 PM
220946,TTR682,10/2/2024 2:45:37 PM
220947,TTR682,10/2/2024 3:00:32 PM
220948,TTR682,10/2/2024 7:10:49 PM
220949,TTR682,10/2/2024 11:26:52 PM
220950,TTR682,10/3/2024 3:42:28 AM
220951,TTR682,10/3/2024 7:33:48 AM
220952,TTR682,10/3/2024 7:38:35 AM
220953,TTR682,10/3/2024 7:38:35 AM
220954,TTR682,10/3/2024 7:41:58 AM
220955,TTR682,10/3/2024 7:41:58 AM
220956,TTR682,10/3/2024 7:56:53 AM
220957,TTR682,10/3/2024 8:42:20 AM
220958,TTR682,10/3/2024 8:43:27 AM
220959,TTR682,10/3/2024 8:58:23 AM
220960,TTR682,10/3/2024 1:08:30 PM
220961,TTR682,10/3/2024 5:33:46 PM
220962,TTR682,10/3/2024 5:35:55 PM
220963,TTR682,10/3/2024 5:40:56 PM
220964,TTR682,10/3/2024 5:43:34 PM
220965,TTR682,10/3/2024 5:58:30 PM
220966,TTR682,10/3/2024 10:08:41 PM
220967,TTR682,10/4/2024 2:33:44 AM
220968,TTR682,10/4/2024 6:51:10 AM
220969,TTR682,10/4/2024 6:57:59 AM
220970,TTR682,10/4/2024 6:58:09 AM
220971,TTR682,10/4/2024 6:58:19 AM
220972,TTR682,10/4/2024 6:58:39 AM
220973,TTR682,10/4/2024 10:00:27 AM
220974,TTR682,10/4/2024 10:01:52 AM
220975,TTR682,10/4/2024 10:16:48 AM
220976,TTR682,10/4/2024 10:45:09 AM
220977,TTR682,10/4/2024 10:49:24 AM
220978,TTR682,10/4/2024 10:49:34 AM
220979,TTR682,10/4/2024 10:49:44 AM
220980,TTR682,10/4/2024 10:49:53 AM
220981,TTR682,10/4/2024 10:50:20 AM
220982,TTR682,10/4/2024 10:52:33 AM
220983,TTR682,10/4/2024 10:53:31 AM
220984,TTR682,10/4/2024 10:53:41 AM
220985,TTR682,10/4/2024 10:53:51 AM
220986,TTR682,10/4/2024 10:54:01 AM
220987,TTR682,10/4/2024 10:54:11 AM
220988,TTR682,10/4/2024 10:57:02 AM
220989,TTR682,10/4/2024 11:07:29 AM
220990,TTR682,10/4/2024 1:32:31 PM
220991,TTR682,10/4/2024 1:33:00 PM
220992,TTR682,10/4/2024 1:47:56 PM
220993,TTR682,10/4/2024 3:10:11 PM
220994,TTR682,10/4/2024 3:11:13 PM
220995,TTR682,10/4/2024 3:26:09 PM
220996,TTR682,10/4/2024 7:36:01 PM
220997,TTR682,10/4/2024 11:53:31 PM
220998,TTR682,10/4/2024 11:54:14 PM
220999,TTR682,10/4/2024 11:55:26 PM
221000,TTR682,10/5/2024 4:17:55 AM
221001,TTR682,10/5/2024 7:38:59 AM
221002,TTR682,10/5/2024 7:42:44 AM
221003,TTR682,10/5/2024 7:57:40 AM
221004,TTR682,10/5/2024 11:59:28 AM
221005,TTR682,10/5/2024 4:19:33 PM
221006,TTR682,10/5/2024 8:44:57 PM
221007,TTR682,10/5/2024 8:44:57 PM
221008,TTR682,10/6/2024 1:06:20 AM
221009,TTR682,10/6/2024 1:06:20 AM
221010,TTR682,10/6/2024 1:06:44 AM
221011,TTR682,10/6/2024 1:10:11 AM
221012,TTR682,10/6/2024 1:18:16 AM
221013,TTR682,10/6/2024 1:18:44 AM
221014,TTR682,10/6/2024 1:21:13 AM
221015,TTR682,10/6/2024 1:21:33 AM
221016,TTR682,10/6/2024 5:26:04 AM
221017,TTR682,10/6/2024 9:51:12 AM
221018,TTR682,10/6/2024 10:01:05 AM
221019,TTR682,10/6/2024 10:01:15 AM
221020,TTR682,10/6/2024 10:01:34 AM
221021,TTR682,10/6/2024 2:16:33 PM
