Sim Number,count
8952020012240030317,1
8952020914641026705,1
8952020012440578289,1
8934076200000578721,1
8952020914641026515,1
8934075200001756913,1
8934076200000808458,1
8934075200000723971,1
8934075200000723963,1
8934075200000727824,1
8952020014543057740,1
8952020514240283234,1
8934076200000808045,1
8934075200001757440,1
8952020013446185624,1
8952020616140038137,1
8952020011241889242,1
8934076200002528542,1
8934071200001608811,1
57101602312162527,1
57101602308330872,1
57101602308330867,1
57101602308330861,1
57101602604287782,1
57101602709643285,1
57101602709643287,1
57101602307593274,1
57101602307593271,1
57101602307593288,1
57101602307593287,1
57101602709643410,1
57101602709643407,1
8951101630733494353,1
8951101632863468017,1
57101502503055268,1
8934076400014744125,1
8934076400014744117,1
8934072200007369961,1
8934076200005921736,1
8934076500006276174,1
8934076500006276265,1
8934072200007369987,1
895110163087459799,1
895110163287069585,1
895110163073354820,1
895110163949574779,1
89571016023121621369,1
89571016023121625980,1
8957123111901536383,1
57101602303750897,1
89571016022057264624,1
89571015025030552529,1
89571016023121575664,1
89571016023121577355,1
89571016023121577447,1
89571016023121577454,1
89571016023121577561,1
89571016023121577686,1
57101602308331038,1
8957123112215348341,1
8957123112215340637,1
8957123112215340645,1
8957123112215341130,1
8957123112115871988,1
8957123112115871863,1
89011703278114789681,1
89011703278114789095,1
57101602312162530,1
57101602312161918,1
57101602312161937,1
57101602312162033,1
57101602312162041,1
57101602312162010,1
57101602312162006,1
57101602312161887,1
57101602312161892,1
57101602312161896,1
57101602312161900,1
57101602312161903,1
57101602312161851,1
57101602312161835,1
57101602312161839,1
57101602312162592,1
57101602308769662,1
89571015021078193441,1
57101602709643421,1
57101602307593783,1
8952020524110557377,1
8952020524110557328,1
8952020524110557401,1
8952020524110557310,1
8952020524110557393,1
8952020524110557336,1
8952020524110557260,1
8952020524110557385,1
8952020524110557351,1
8952020524110557344,1
57101602604287851,1
57101602604287852,1
57101602308331652,1
8957110502011316571,1
57101602307593774,1
89571016021086993534,1
57101602312162083,1
57101602308331036,1
57101602308331049,1
57101501810847739,1
895110163087459804,1
895110163087459809,1
895110163287069598,1
895110163087459803,1
895110163087459805,1
895110163287069682,1
895110163087459806,1
895110163287069597,1
895110163087459807,1
895110163087459808,1
895110163087459812,1
895110163287069484,1
895110163087459814,1
895110163287069488,1
895110163087459822,1
57101602308331642,1
57101602308331044,1
89571016021086999937,1
89571016023121626285,1
57101502101664113,1
57101602307593747,1
57101602307593794,1
57101602307593790,1
57101602307593789,1
57101602307593801,1
57101602308331505,1
8934076200012929656,1
8934076200012929672,1
57101502010087169,1
57101602308330736,1
57101602308331385,1
57101602308331374,1
57101602308331218,1
57101602308331192,1
57101602308331396,1
8951101630722079397,1
57101602303750992,1
57101602709643241,1
57101602709643244,1
57101602307593409,1
57101602709243134,1
8957123112215164318,1
57101502011286315,1
57101602312162206,1
57101602312162216,1
57101101402706463,1
57101602308331065,1
57101602709643268,1
895110163090361077,1
8951101630722079769,1
8951101630268080411,1
8951101630341085320,1
8957123411800053658,1
8934076700123355774,1
8934076200012929631,1
8934076200012929607,1
8934076200012929599,1
8934076200012929623,1
89571016021090725922,1
57101602308330892,1
57101602308330878,1
57101602709643328,1
57101602709643321,1
57101602709643315,1
57101602308331179,1
57101602709643170,1
8957123112215164086,1
8957123112215382753,1
8957123112215380534,1
8957123112215380989,1
8957123112215381003,1
8957123112215380997,1
8957123112215381052,1
8957123112215381136,1
8957123112215381060,1
8957123112215381078,1
8957123112215381011,1
8957123112215381029,1
8957123112215381086,1
8957123112215381151,1
8957123112215381094,1
8957123112215381169,1
8957123112215381045,1
8957123112215381102,1
8957123112215381110,1
8957123112215381144,1
8957123112215381128,1
57101602308331417,1
57101602308331161,1
57101602308331167,1
57101602308331159,1
57101602308331165,1
57101602709643269,1
57101602303735625,1
57101602308331169,1
57101602308331156,1
57101602308331160,1
57101602303735633,1
57101602502492280,1
57101602308331270,1
57101602308331085,1
57101602308331068,1
57101602308331069,1
57101602308331070,1
57101602308331168,1
57101602308331138,1
8957123112215383082,1
8957123112215383074,1
8957123112215383066,1
8957123112215383058,1
8957123112215383033,1
8957123112215383017,1
8957123112215383009,1
8957123112215382951,1
8957123112215382944,1
8957123112215382936,1
8957123112215382928,1
8957123112215382910,1
8957123112215382993,1
8957123112215382688,1
8957123112215382670,1
8957123112215382654,1
8957123112215382639,1
8957123112215382613,1
8957123112215382605,1
8957123112215382589,1
8957123112215382571,1
8957123112215380187,1
8957123112215380195,1
8957123112215380203,1
8957123112215380229,1
8957123112215380237,1
8957123112215380278,1
8957123112215380294,1
8957123112215380351,1
8957123112215380443,1
8957123112215380450,1
8957123112215380468,1
8957123112215380476,1
8957123112215380575,1
8957123112215380583,1
8957123112215380609,1
8957123112215380617,1
8957123112215380633,1
8957123112215380641,1
8957123112215380682,1
57101602604287772,1
89571016021090724529,1
57101602110690331,1
57101502501910402,1
89571016021090725120,1
57101602709643373,1
57101602709243124,1
57101602303750882,1
57101602308331514,1
895110163084243134,1
895110163087460889,1
895110163089521197,1
895110163089521186,1
895110163089521170,1
895110163089521193,1
895110163089521196,1
895110163089521173,1
895110163089521191,1
895110163089521180,1
57101602312162153,1
8951101632045962473,1
602608353915,1
57101602604287692,1
57101602604287643,1
57101602604287940,1
8957123112211418809,1
8957123112211418833,1
8951101630842401323,1
895110163287069550,1
8951101632870696105,1
895110163087459769,1
8951101630842402594,1
57101602709643443,1
895110163287069535,1
57101602303750980,1
89571016021086999960,1
57101502009525409,1
57101501810847137,1
57101502501910158,1
8957101602109072,1
8957123112215165844,1
8957123112215165786,1
8957123112211410954,1
57101602604287694,1
57101602308331198,1
895110163087459843,1
895110163087459868,1
57101602709243164,1
57101602308331188,1
57101602604287779,1
8934076200005921934,1
8934076400014744075,1
8934076500006276307,1
8934076500006276257,1
8934076500006276299,1
8934076700123355709,1
8934076700123355733,1
8934076700128212764,1
8957123112215164524,1
8957123112215165091,1
8957123112215164383,1
8957123112215383876,1
8957123112215383728,1
57101602709643276,1
895110163287069515,1
8951101632661803845,1
895110163983616226,1
895110163983616219,1
895110163287069631,1
895110163287069650,1
895110163983616228,1
895110163983616227,1
895110163287069625,1
895110163287069676,1
8957123112215168053,1
8957123112215163799,1
8957123112215161256,1
8957123112211411218,1
8957123112211412950,1
8957123112211418502,1
8957123112211417330,1
8957123112211416712,1
8957123112211416639,1
8957123112211417165,1
57101502006098216,1
57101502011987714,1
57101602604287644,1
57101602604287928,1
57101602502492430,1
57101602502492302,1
57101602502492415,1
8957123112215165109,1
57101602308331124,1
57101602308331119,1
8957123112211417314,1
8957123112211416688,1
8957123112211412992,1
8957123112211411952,1
8957123112211412091,1
8957123112211411960,1
8957123112211412018,1
8957123112211411861,1
8957123112211411879,1
8957123112211412901,1
8957123112211412919,1
8957123112211412935,1
8957123112211412968,1
8957123112211411911,1
8957123112211412984,1
8957123112211412927,1
8934072400008557594,1
57101602312157828,1
57101602308331658,1
57101602308331162,1
57101602308331136,1
57101602604287691,1
57101602604287788,1
57101602604287734,1
8934072200007369896,1
8934076700123356319,1
57101602709243353,1
57101602709243363,1
89571016023121578783,1
57101602709643430,1
57101702301747808,1
57101602604287801,1
57101602604287796,1
57101602604287792,1
57101602604287790,1
57101602604287789,1
57101602604287786,1
57101602604287785,1
57101602604287784,1
8934076200012929680,1
57101101506656351,1
89571016023121579187,1
89571016023121579336,1
57101602709243255,1
8951101630722078548,1
57101602308330893,1
895110163087460897,1
8957123112215384171,1
89571015025019102171,1
57101602308331126,1
57101602308330769,1
57101602308331654,1
57101602308331084,1
895110163074623620,1
8951101639590976394,1
895110163087459891,1
895110163287069505,1
895110163074623581,1
895110163074623532,1
895110163074623531,1
895110163074623530,1
895110163074623523,1
895110163074623515,1
895110163074623511,1
895110163087459817,1
8951101630341085106,1
8951101630268080338,1
8951101630842402065,1
8951101630842402016,1
895110163286346716,1
8951101630842401901,1
8951101630733548521,1
8951101632863454496,1
8957123112211415987,1
8957123112211419211,1
8957123112211411036,1
8957123112211411283,1
8957123112211410897,1
57101602308331152,1
57101602308330877,1
57101602709643386,1
57101602709643384,1
57101602709643383,1
57101602709643382,1
57101602709643381,1
57101602709643379,1
57101602709643378,1
57101602604287903,1
57101602709243128,1
57101602709643374,1
57101602709643350,1
57101602709643347,1
57101602709643346,1
57101602709643345,1
57101602709643365,1
57101602709643352,1
57101602709643353,1
57101602709643364,1
57101602709643357,1
57101602709643360,1
57101602709643361,1
57101602709643362,1
57101602604287704,1
57101602604287702,1
57101602604287701,1
57101602604287675,1
57101602604287674,1
57101602604287676,1
57101602604287678,1
57101602604287699,1
57101602604287698,1
57101602604287690,1
8957123112211411903,1
8957123112211410442,1
8957123112211412083,1
8957123112211412026,1
8957123112211412976,1
8957123112211411978,1
8957123112211411887,1
8957123112211411986,1
8957123112211411853,1
8957123112211411812,1
8957123112211413024,1
8957123112211411820,1
8957123112211411796,1
8957123112211412125,1
8957123112211412943,1
8957123112211412109,1
8957123112211413016,1
8957123112211411929,1
8957123112211413008,1
8957123112211411788,1
8957123112211417231,1
8957123112211415813,1
8957123112211418791,1
8957123112211416456,1
8957123112211416563,1
8957123112211415938,1
8957123112211416035,1
8957123112211416225,1
8957123112211416001,1
8957123112211417207,1
8957123112211417249,1
8957123112211416274,1
8957123112211416266,1
8957123112211415698,1
8957123112211416605,1
8957123112211415789,1
8957123112211416217,1
8957123112211417256,1
57101602604287749,1
57101602604287745,1
57101602709643327,1
57101602709643324,1
57101602709643323,1
57101602709643263,1
57101602709643284,1
57101602010525460,1
57101502501906694,1
89571016023121581431,1
89571016023121579716,1
8957101602108699686,1
57101602502492429,1
57101602709643408,1
57101602709643400,1
57101602709643397,1
57101602709643431,1
57101602604287841,1
57101602604287842,1
57101602604287843,1
57101602604287844,1
57101602604287845,1
57101602604287847,1
89571016026042878562,1
57101602709243304,1
57101602604287864,1
57101602604287861,1
57101602604287872,1
57101602604287870,1
57101602604287874,1
57101602604287875,1
57101602604287876,1
57101602604287877,1
57101602604287879,1
57101602604287882,1
57101602604287883,1
57101602604287873,1
57101602604287902,1
57101602604287909,1
57101602604287908,1
89571015025019101728,1
57101602312158139,1
57101502503054983,1
57101602709643164,1
57101602307593270,1
57101602307593292,1
57101602307593286,1
57101602307593299,1
57101602307593285,1
57101602307593323,1
57101602307593327,1
57101602307593321,1
57101602709643222,1
57101602709643223,1
57101602709643224,1
57101602307593313,1
57101602307593304,1
57101602307593302,1
57101602307593263,1
57101602307593255,1
57101602307593254,1
57101602307593256,1
57101602307593260,1
57101602307593261,1
57101602307593258,1
57101602307593253,1
57101602307593252,1
57101602709643462,1
57101602709643463,1
57101602709643464,1
57101602709643469,1
57101602709643471,1
57101602709643472,1
57101602709643175,1
57101602709643169,1
57101602709643168,1
57101602307593342,1
57101602709643162,1
57101602709643161,1
57101602709643160,1
57101602709643158,1
57101602709643156,1
57101602709643155,1
57101602709643153,1
57101602709643182,1
57101602709643183,1
57101602709643184,1
57101602709643185,1
57101602709643186,1
57101602709643187,1
57101602709643188,1
57101602709643189,1
57101602709643190,1
57101602709643191,1
57101602709643193,1
57101602709643194,1
57101602709643195,1
57101602709643197,1
57101602709643199,1
57101602709643198,1
57101602709643202,1
57101602709643201,1
57101602709643204,1
57101602709643206,1
57101602709643205,1
57101602709643203,1
57101602709643200,1
57101602709643207,1
57101602709643208,1
57101602709643209,1
57101602709643210,1
57101602709643211,1
57101602709643213,1
57101602709643214,1
57101602709643215,1
57101602709643216,1
57101602709643218,1
57101602709643220,1
57101602709643221,1
57101602709643230,1
57101602709643231,1
57101602709643232,1
57101602307593732,1
57101602307593737,1
57101602307593738,1
57101602307593743,1
57101602307593745,1
57101602307593748,1
57101602307593792,1
57101602307593788,1
57101602307593787,1
57101602307593786,1
57101602307593384,1
57101602307593395,1
57101602307593400,1
57101602307593410,1
57101602307593411,1
57101602709243333,1
57101602709243336,1
57101602709243337,1
57101602709243338,1
57101602709243357,1
57101602307593383,1
57101602709243205,1
57101602709243203,1
57101602709243196,1
57101602709643305,1
57101602308331282,1
895110163087459745,1
8951101639368466842,1
8951101630733547952,1
8951100312213726973,1
895110163287069661,1
895110163287069649,1
895110163287069624,1
895110163983616229,1
895110163983616218,1
895110163287069671,1
895110163090678853,1
895110163090678852,1
895110163090678197,1
895110163091333847,1
895110163091333714,1
895110163091333726,1
895110163091333710,1
895110163091333723,1
895110163091333736,1
57101602709243131,1
57101602709243130,1
57101702301747810,1
57101602709243366,1
57101702301747820,1
57101602604287671,1
8957123112215164292,1
8957123112215384023,1
8957123112215384114,1
8957123112215167337,1
8957123112215166867,1
8957123112215384031,1
8957123112215163062,1
8957123112215382019,1
8957123112215382001,1
895110163090361065,1
895110163090361046,1
895110163090361061,1
895110163090361048,1
89571016021090725112,1
57101602311631457,1
57101602709643311,1
57101602604287649,1
57101602604287803,1
57101602709643313,1
57101602709243139,1
57101602709643326,1
57101602307593744,1
57101602307593746,1
57101602303745206,1
8951101632863454819,1
8951100312213726957,1
8951101630726669219,1
895110163286346701,1
895110163084243130,1
895110163084243127,1
895110163084243118,1
895110163084243126,1
8951101639836162213,1
8957123112211416720,1
8957123112211415433,1
89571016021090720683,1
57101602308331336,1
8934072200007369946,1
8934076200012929581,1
57101502308897349,1
57101502101664084,1
8951101632863467282,1
895110163087459720,1
57101602308330773,1
57101602604287885,1
8957123112215167667,1
8957123112215167998,1
8951101630842402750,1
57101602307593751,1
8957123411800584074,1
89571015023088969794,1
57101602308331054,1
57101602308331063,1
57101602308331154,1
57101602308331134,1
57101602604287807,1
57101602709243183,1
57101602709243182,1
8951101630746236445,1
8951101630842401919,1
8951101639368353057,1
8951101632870696162,1
57101602308331230,1
57101602604287941,1
57101602604287775,1
57101502503054948,1
57101602709643376,1
57101602604287670,1
57101602308331693,1
57101602308331568,1
57101602308331564,1
57101602308331639,1
8951101639655658838,1
8957123312309015778,1
8957123112215383355,1
8957123112215383389,1
8957123112215165513,1
8957123112215383231,1
57101602604287728,1
57101602604287727,1
89571016026042876822,1
8957123312309015687,1
8957123312309015836,1
8957123312309015679,1
8957123312309015745,1
8957123312309015729,1
8957123312309015810,1
8957123312309015828,1
8957123312303872554,1
8957123112211416621,1
8957123312309015695,1
8957123312309015877,1
8957123312309015703,1
8957123312309015711,1
8957123312309015661,1
895110163287069531,1
895110163087459866,1
895110163087459842,1
895110163087459872,1
895110163087459712,1
895110163087459813,1
895110163084243128,1
895110163089521178,1
895110163089521192,1
895110163089521172,1
895110163089521184,1
895110163089521187,1
895110163287069675,1
895110163090677218,1
57101602308331517,1
57101602307593311,1
57101602307593277,1
57101602308331089,1
8957123112215165166,1
8957123112211412117,1
8957123112211415904,1
8957123112211416670,1
8957123112211418445,1
8957123112211415896,1
8957123112211418460,1
8957123112211418825,1
8957123112211415797,1
8957123112211415854,1
8957123112211416027,1
8957123411800049979,1
8957123112215380781,1
8957123112215380799,1
57101602709643342,1
57101602709643332,1
57101602010525564,1
57101602308331558,1
57101602502492366,1
57101602502492370,1
8957123112215161553,1
57101602308331164,1
57101602308330888,1
57101602308331237,1
57101602709643395,1
57101602709643392,1
57101602709643391,1
8951101630842402180,1
8951101630842402164,1
8951101630601427196,1
8951101630842402958,1
895110163087459860,1
8951101630726671033,1
57101602308331071,1
57101602308331077,1
57101602308331175,1
57101602308331174,1
57101602308331173,1
57101602308331172,1
57101602308331171,1
57101602308331137,1
57101602308331139,1
57101602308331140,1
57101602308331142,1
57101602308331143,1
57101602308331144,1
57101602308331145,1
57101602308331147,1
57101602308331133,1
57101602308331135,1
8957123112215382290,1
8957123112215382274,1
8957123112215382472,1
8957123112215382282,1
8957123112215382266,1
8957123112215382241,1
8957123112215382258,1
8957123112215382233,1
8957123112215382225,1
8957123112215382860,1
8957123112215382217,1
8957123112215382365,1
8957123112215382902,1
8957123112215382308,1
8957123112215382316,1
8957123112215382324,1
8957123112215382332,1
8957123112215382340,1
8957123112215382357,1
8957123112215382373,1
8957123112215382381,1
8957123112215382399,1
8957123112215382407,1
8957123112215382415,1
8957123112215382423,1
8957123112215382431,1
8957123112215382449,1
8957123112215382456,1
8957123112215382464,1
8957123112215382480,1
8957123112215382829,1
8957123112215382837,1
8957123112215382845,1
8957123112215382852,1
8957123112215382886,1
8957123112215382498,1
8957123112215382894,1
8957123112215382506,1
8957123112215382209,1
8957123112215382977,1
8957123112215382621,1
8957123112215383041,1
8957123112215382191,1
8957123112215383090,1
8957123112215382183,1
8957123112215383157,1
8957123112215383199,1
8957123112215383173,1
8957123112215383181,1
8957123112215383165,1
8957123112215383140,1
8957123112215383132,1
8957123112215383124,1
8957123112215383108,1
8957123112215383116,1
8957123112215383025,1
8957123112215382985,1
8957123112215382811,1
8957123112215382803,1
8957123112215382795,1
8957123112215382779,1
8957123112215382787,1
8957123112215382761,1
8957123112215382746,1
8957123112215382720,1
8957123112215382712,1
8957123112215382704,1
8957123112215382696,1
8957123112215382647,1
8957123112215382597,1
8957123112215382563,1
8957123112215382555,1
8957123112215382522,1
8957123112215382738,1
8957123112215380211,1
8957123112215380245,1
8957123112215380252,1
8957123112215380260,1
8957123112215380286,1
8957123112215380302,1
8957123112215380310,1
8957123112215380328,1
8957123112215380336,1
8957123112215380344,1
8957123112215380369,1
8957123112215380377,1
8957123112215380385,1
8957123112215380393,1
8957123112215380401,1
8957123112215380419,1
8957123112215380427,1
8957123112215380484,1
8957123112215380492,1
8957123112215380500,1
8957123112215380518,1
8957123112215380526,1
8957123112215380559,1
8957123112215380567,1
8957123112215380591,1
8957123112215380625,1
8957123112215380658,1
8957123112215380666,1
8957123112215380674,1
89571016023083315547,1
57101602308331310,1
57101602308331304,1
57101602303750943,1
57101602303750939,1
57101602303751031,1
57101602308331274,1
89571016023083314094,1
57101502403021346,1
895110163087459897,1
8951101639420035015,1
895110163087459883,1
895110163087459885,1
895110163286346724,1
895110163087459893,1
895110163287069648,1
895110163090361047,1
895110163090361063,1
8951101630733492225,1
895110163089521171,1
8951101632870696147,1
895110163287069556,1
895110163287069518,1
895110163287069554,1
895110163287069555,1
8951101630842402362,1
57101501912150951,1
8957101602312158,1
57101602604287642,1
895110163087459738,1
8951100220154275225F,1
8951101232023140927F,1
8951067022219913266,1
8951101632056294394,1
8951101332051348184,1
8951101630842402271,1
8951101432007306011,1
8951101639836162205,1
8951101630842402222,1
57101602709643394,1
57101602502492410,1
8957123112215166081,1
8957123112215164631,1
8957123112215383819,1
8957123112215165067,1
8957123112215380864,1
89571016021086993476,1
57101602311631462,1
57101602308331438,1
57101602709243138,1
8957123112215383777,1
8957123112215383579,1
57101602709243356,1
57101602604287703,1
57101602307593791,1
57101602308331057,1
89571016023121624850,1
8951101630601427212,1
57101602311631471,1
57101602312162122,1
57101602308331066,1
57101502308897591,1
57101602312162240,1
57101602604287853,1
89571016023121579211,1
57101602308331235,1
57101602308331203,1
57101602709643245,1
57101602709643246,1
57101602709643247,1
57101602307593398,1
89571015021125252182,1
8957101602307593880,1
8957123112115871970,1
8957123112215169614,1
89571016023121580557,1
8951101630341085346,1
895110163074623556,1
8951101630746235793,1
8951101232023140562,1
8951101630733490000,1
8951101630722079264,1
8951101632045963109,1
895110163090677224,1
895110163090677256,1
895110163090677255,1
895110163090677239,1
895110163090677234,1
895110163090677229,1
57101602312162551,1
8957101602109072472,1
8957123112215348895,1
8957123410521629309,1
895110163087459773,1
8951101630722078837,1
8951101630615258017,1
8951101632345407807,1
8951101630268080684,1
8951101630722079793,1
8951101630601426875,1
8951101639419943161,1
8951101632345407377,1
8951101630733494619,1
8951101632863468231,1
8951101632863467670,1
8951101630842401950,1
8951101632863468249,1
8951101632863467985,1
8951101632863468256,1
8951101630842401562,1
8951101632863468264,1
8951101630842402685,1
8951101632863468280,1
8951101632863467969,1
8951101630842402776,1
8951101630842402834,1
8951101632863467928,1
8951101630733548661,1
895110163286346710,1
8951101630842401570,1
8951101632784311692,1
8951101632345407229,1
8951101630620976561,1
8951101632630671950,1
8951101630620976777,1
8951101232023139762,1
8951101632046404459,1
8951101630842401067,1
8951101632863467696,1
8951101630842401638,1
8951101632863467787,1
8951101630842401075,1
8951101632863467720,1
8951101630842401646,1
895110163087459708,1
8951101632863467829,1
8951101630842401125,1
8951101632863467738,1
8951101630842401653,1
8951101632863468306,1
8951101630842401059,1
8951101632863467746,1
8951101630842401661,1
8951101632661804470,1
8951101632863467902,1
8951101630842401109,1
8951101632863467753,1
895110163087459710,1
8951101632863467886,1
8951101632863467761,1
8951101630842401687,1
8951101632863467845,1
8951101632863467779,1
8951101630842401695,1
8951101632863467795,1
8951101632863468132,1
8951101630842401703,1
8951101632863467977,1
8951101632863468272,1
8951101632863468140,1
8951101630842401489,1
8951101632863467910,1
246346346,1
895110163286346703,1
8951101632863467563,1
8951101632863468157,1
8951101630842401497,1
895110163286346704,1
8951101632863467613,1
8951101632863468165,1
8951101632863467704,1
8951101632863467605,1
8951101632863468173,1
8951101630842401513,1
895110163084240136,1
8951101632863467803,1
895110163286346705,1
564896451136515,1
8951101632863468181,1
8951101630842401521,1
895110163087459709,1
8951101632863467852,1
8951101632863467589,1
8951101632863468199,1
8951101630842401539,1
8951101630842402867,1
8934071100300976333,1
8951101632863467894,1
895110163286346708,1
8951101632863467571,1
8951101630842401547,1
8934071100300976846,1
8951101632863467951,1
8951101632863468215,1
8951101630842401554,1
8951101632863467712,1
895110163286346711,1
8951101630842402800,1
8951101632863468223,1
895110163286346713,1
8951101632863467944,1
8951101630842402719,1
895110163286346714,1
8951101630842402586,1
8951101632863467811,1
8951101630842402826,1
895110163286346715,1
8951101630842401042,1
895110163286346684,1
8951101632863467936,1
895110163087459714,1
8951101639305446295,1
895110163286346685,1
8951101632863467837,1
8951101630842401828,1
8951101639305445602,1
895110163286346717,1
895110163286346686,1
8951101632863467878,1
8951101632863468314,1
8951101630842401836,1
8951101630842402057,1
895120100300048291,1
895110163286346688,1
8951101632863468322,1
8951101630842401844,1
8951101632863468090,1
8951101630842402735,1
8951101632863468330,1
8951101630842401851,1
8951101630341085189,1
8951101632863468116,1
895110163286346690,1
8951101630842402701,1
8951101632863467639,1
8951101630842401604,1
895110163087459715,1
895110163286346721,1
8951101632863468298,1
8951101630842402628,1
8951101632863467654,1
8951101630842402784,1
8951101630268080668,1
895110163286346722,1
8951101630842401083,1
8951101632863467662,1
8951101630268080361,1
8951101632863467860,1
8951101630842401091,1
8951101632863467688,1
57101602709643453,1
57101602709643459,1
57101602308330714,1
57101502501910417,1
57101602308330936,1
57101602308330928,1
57101602308330922,1
57101602308330926,1
57101602308330915,1
57101602308330916,1
57101602308330909,1
57101602308330899,1
895110163087459743,1
57101602604287780,1
57101001302151016,1
8951101632870696048,1
57101602308331322,1
895110163090361056,1
57101602308330935,1
57101602709643356,1
895110163090676350,1
895110163286552386,1
868574042873229,1
895110163286552389,1
895110163286552388,1
895110163286552414,1
895110163286552413,1
895110163090678198,1
895110163090678916,1
57101602308331185,1
8957123112215383645,1
8957123112215383330,1
8957123112215383348,1
8957123112215383306,1
8957123112215383611,1
57101602502492431,1
895110163087459777,1
8934076400014744034,1
8934076400014744026,1
8934076200012929722,1
8934076200012929714,1
8934076400014743986,1
8934076200012929706,1
57101602709643396,1
895110163087459874,1
8951101632870695677,1
8951101630726669771,1
8951101630726669904,1
8951101630726669672,1
895110163286346707,1
895110163286346719,1
8951101632870696030,1
895110163073354791,1
895110163073354777,1
8951101630733547929,1
8951101630842400721,1
895110163087459764,1
895110163087459765,1
895110163087459766,1
895110163087459770,1
895110163087459772,1
8951101630722078365,1
895110163087459793,1
57101602604287914,1
57101602604287770,1
57101602709643159,1
57101602709643157,1
57101602709643181,1
57101602709643192,1
57101602709643212,1
57101602709643217,1
57101602709643233,1
57101602709243217,1
57101602709243222,1
57101602709243223,1
57101602709243210,1
57101602709243215,1
602608353940,1
602608353911,1
602709243140,1
602608353920,1
602608353919,1
602608353936,1
895110163090541351,1
895110163090541365,1
895110163090541348,1
895110163089521174,1
895110163089521189,1
895110163089521185,1
895110163090679839,1
895110163287069651,1
895110163287069664,1
895110163287069672,1
895110163286552410,1
895110163287069669,1
895110163287069652,1
895110163287069634,1
895110163287069658,1
895110163287069673,1
895110163286345451,1
895110163287069643,1
895110163287069645,1
895110163286345442,1
895110163287069662,1
895110163090676340,1
895110163090676336,1
8951101632630671869,1
895110163942003691,1
8951101639255142050,1
8951101639001743284,1
8951101639655659117,1
89571015025019101876,1
89571016023083315299,1
89571016023083316610,1
8957123112211415417,1
8957123112211415706,1
8957123112211415110,1
57101602502492432,1
8957123112211417215,1
89571016023121580789,1
57101602604287815,1
57101602303750880,1
57101602303750907,1
57101602308331020,1
57101602307593388,1
57101602308331261,1
89571015020060864829,1
57101602308331414,1
57101602307593757,1
57101602604287767,1
57101602604287766,1
57101602604287765,1
57101602604287759,1
57101602604287737,1
57101602308330894,1
89571015025019070956,1
57101602604287863,1
57101602604287868,1
57101602604287891,1
57101602709643177,1
895110163287069586,1
8951101639495748294,1
57101502503054921,1
895110163087460918,1
895110163087460907,1
895110163087460925,1
895110163087459706,1
895110163087459707,1
895110163087459829,1
8951101630746235025,1
895110163087459857,1
895110163287069568,1
895110163074623528,1
895110163087459726,1
895110163087459870,1
8951101630842402727,1
895110163286345456,1
8934071200001476847,1
8934076400014747706,1
8934076400011963843,1
8951101630746235348,1
895110163287069549,1
8951101632863467274,1
57101602709243137,1
57101602308331073,1
57101602308331076,1
57101602308331103,1
57101602308331101,1
57101602308331102,1
57101602308331099,1
57101602308331151,1
57101602308331146,1
57101602308330778,1
57101602308330766,1
