,Unit,Time
43103,FSM257,10/1/2024 12:00:00 AM
43104,FSM257,10/1/2024 1:48:09 AM
43105,FSM257,10/1/2024 5:55:46 AM
43106,FSM257,10/1/2024 5:57:38 AM
43107,FSM257,10/1/2024 5:57:48 AM
43108,FSM257,10/1/2024 5:57:58 AM
43109,FSM257,10/1/2024 5:58:08 AM
43110,FSM257,10/1/2024 5:58:18 AM
43111,FSM257,10/1/2024 5:58:37 AM
43112,FSM257,10/1/2024 5:59:55 AM
43113,FSM257,10/1/2024 6:00:05 AM
43114,FSM257,10/1/2024 6:00:25 AM
43115,FSM257,10/1/2024 6:00:35 AM
43116,FSM257,10/1/2024 6:00:45 AM
43117,FSM257,10/1/2024 6:00:55 AM
43118,FSM257,10/1/2024 6:01:05 AM
43119,FSM257,10/1/2024 6:01:15 AM
43120,FSM257,10/1/2024 6:01:25 AM
43121,FSM257,10/1/2024 6:01:35 AM
43122,FSM257,10/1/2024 6:01:45 AM
43123,FSM257,10/1/2024 6:01:55 AM
43124,FSM257,10/1/2024 6:02:05 AM
43125,FSM257,10/1/2024 6:02:15 AM
43126,FSM257,10/1/2024 6:02:25 AM
43127,FSM257,10/1/2024 6:02:35 AM
43128,FSM257,10/1/2024 6:02:35 AM
43129,FSM257,10/1/2024 6:02:45 AM
43130,FSM257,10/1/2024 6:02:55 AM
43131,FSM257,10/1/2024 6:03:04 AM
43132,FSM257,10/1/2024 6:03:14 AM
43133,FSM257,10/1/2024 6:03:24 AM
43134,FSM257,10/1/2024 6:03:34 AM
43135,FSM257,10/1/2024 6:03:44 AM
43136,FSM257,10/1/2024 6:03:54 AM
43137,FSM257,10/1/2024 6:04:04 AM
43138,FSM257,10/1/2024 6:04:04 AM
43139,FSM257,10/1/2024 6:04:14 AM
43140,FSM257,10/1/2024 6:04:24 AM
43141,FSM257,10/1/2024 6:04:24 AM
43142,FSM257,10/1/2024 6:04:34 AM
43143,FSM257,10/1/2024 6:04:44 AM
43144,FSM257,10/1/2024 6:04:46 AM
43145,FSM257,10/1/2024 6:04:56 AM
43146,FSM257,10/1/2024 6:05:06 AM
43147,FSM257,10/1/2024 6:05:16 AM
43148,FSM257,10/1/2024 6:05:26 AM
43149,FSM257,10/1/2024 6:05:36 AM
43150,FSM257,10/1/2024 6:05:46 AM
43151,FSM257,10/1/2024 6:05:56 AM
43152,FSM257,10/1/2024 6:06:06 AM
43153,FSM257,10/1/2024 6:06:16 AM
43154,FSM257,10/1/2024 6:06:26 AM
43155,FSM257,10/1/2024 6:06:36 AM
43156,FSM257,10/1/2024 6:06:46 AM
43157,FSM257,10/1/2024 6:06:56 AM
43158,FSM257,10/1/2024 6:07:06 AM
43159,FSM257,10/1/2024 6:07:16 AM
43160,FSM257,10/1/2024 6:07:26 AM
43161,FSM257,10/1/2024 6:07:36 AM
43162,FSM257,10/1/2024 6:07:46 AM
43163,FSM257,10/1/2024 6:07:56 AM
43164,FSM257,10/1/2024 6:08:06 AM
43165,FSM257,10/1/2024 6:08:16 AM
43166,FSM257,10/1/2024 6:08:17 AM
43167,FSM257,10/1/2024 6:08:27 AM
43168,FSM257,10/1/2024 6:08:36 AM
43169,FSM257,10/1/2024 6:08:46 AM
43170,FSM257,10/1/2024 6:08:56 AM
43171,FSM257,10/1/2024 6:09:06 AM
43172,FSM257,10/1/2024 6:09:16 AM
43173,FSM257,10/1/2024 6:09:16 AM
43174,FSM257,10/1/2024 6:09:26 AM
43175,FSM257,10/1/2024 6:09:36 AM
43176,FSM257,10/1/2024 6:09:46 AM
43177,FSM257,10/1/2024 6:09:56 AM
43178,FSM257,10/1/2024 6:10:06 AM
43179,FSM257,10/1/2024 6:10:16 AM
43180,FSM257,10/1/2024 6:10:22 AM
43181,FSM257,10/1/2024 6:10:32 AM
43182,FSM257,10/1/2024 6:10:42 AM
43183,FSM257,10/1/2024 6:10:52 AM
43184,FSM257,10/1/2024 6:11:02 AM
43185,FSM257,10/1/2024 6:11:12 AM
43186,FSM257,10/1/2024 6:11:22 AM
43187,FSM257,10/1/2024 6:11:32 AM
43188,FSM257,10/1/2024 6:11:42 AM
43189,FSM257,10/1/2024 6:11:52 AM
43190,FSM257,10/1/2024 6:12:02 AM
43191,FSM257,10/1/2024 6:12:12 AM
43192,FSM257,10/1/2024 6:12:22 AM
43193,FSM257,10/1/2024 6:12:32 AM
43194,FSM257,10/1/2024 6:12:42 AM
43195,FSM257,10/1/2024 6:12:52 AM
43196,FSM257,10/1/2024 6:13:02 AM
43197,FSM257,10/1/2024 6:13:12 AM
43198,FSM257,10/1/2024 6:13:22 AM
43199,FSM257,10/1/2024 6:13:32 AM
43200,FSM257,10/1/2024 6:13:42 AM
43201,FSM257,10/1/2024 6:13:52 AM
43202,FSM257,10/1/2024 6:13:59 AM
43203,FSM257,10/1/2024 6:14:09 AM
43204,FSM257,10/1/2024 6:14:19 AM
43205,FSM257,10/1/2024 6:14:29 AM
43206,FSM257,10/1/2024 6:14:46 AM
43207,FSM257,10/1/2024 6:15:13 AM
43208,FSM257,10/1/2024 6:16:03 AM
43209,FSM257,10/1/2024 6:16:30 AM
43210,FSM257,10/1/2024 6:17:10 AM
43211,FSM257,10/1/2024 6:17:20 AM
43212,FSM257,10/1/2024 6:17:50 AM
43213,FSM257,10/1/2024 6:17:53 AM
43214,FSM257,10/1/2024 6:18:03 AM
43215,FSM257,10/1/2024 6:18:13 AM
43216,FSM257,10/1/2024 6:18:23 AM
43217,FSM257,10/1/2024 6:18:33 AM
43218,FSM257,10/1/2024 6:18:43 AM
43219,FSM257,10/1/2024 6:18:46 AM
43220,FSM257,10/1/2024 6:18:56 AM
43221,FSM257,10/1/2024 6:19:15 AM
43222,FSM257,10/1/2024 6:19:25 AM
43223,FSM257,10/1/2024 6:19:35 AM
43224,FSM257,10/1/2024 6:19:44 AM
43225,FSM257,10/1/2024 6:19:52 AM
43226,FSM257,10/1/2024 6:20:01 AM
43227,FSM257,10/1/2024 6:20:19 AM
43228,FSM257,10/1/2024 6:20:28 AM
43229,FSM257,10/1/2024 6:24:23 AM
43230,FSM257,10/1/2024 6:25:46 AM
43231,FSM257,10/1/2024 6:25:56 AM
43232,FSM257,10/1/2024 6:26:16 AM
43233,FSM257,10/1/2024 6:26:26 AM
43234,FSM257,10/1/2024 6:26:36 AM
43235,FSM257,10/1/2024 6:26:46 AM
43236,FSM257,10/1/2024 6:26:56 AM
43237,FSM257,10/1/2024 6:27:06 AM
43238,FSM257,10/1/2024 6:27:16 AM
43239,FSM257,10/1/2024 6:27:25 AM
43240,FSM257,10/1/2024 6:27:35 AM
43241,FSM257,10/1/2024 6:27:45 AM
43242,FSM257,10/1/2024 6:28:03 AM
43243,FSM257,10/1/2024 6:28:28 AM
43244,FSM257,10/1/2024 6:28:38 AM
43245,FSM257,10/1/2024 6:28:48 AM
43246,FSM257,10/1/2024 6:28:58 AM
43247,FSM257,10/1/2024 6:29:08 AM
43248,FSM257,10/1/2024 6:29:18 AM
43249,FSM257,10/1/2024 6:29:28 AM
43250,FSM257,10/1/2024 6:29:38 AM
43251,FSM257,10/1/2024 6:29:48 AM
43252,FSM257,10/1/2024 6:29:58 AM
43253,FSM257,10/1/2024 6:30:08 AM
43254,FSM257,10/1/2024 6:30:18 AM
43255,FSM257,10/1/2024 6:30:28 AM
43256,FSM257,10/1/2024 6:30:38 AM
43257,FSM257,10/1/2024 6:30:48 AM
43258,FSM257,10/1/2024 6:30:58 AM
43259,FSM257,10/1/2024 6:31:08 AM
43260,FSM257,10/1/2024 6:31:18 AM
43261,FSM257,10/1/2024 6:31:28 AM
43262,FSM257,10/1/2024 6:31:28 AM
43263,FSM257,10/1/2024 6:31:38 AM
43264,FSM257,10/1/2024 6:31:48 AM
43265,FSM257,10/1/2024 6:31:57 AM
43266,FSM257,10/1/2024 6:32:07 AM
43267,FSM257,10/1/2024 6:32:17 AM
43268,FSM257,10/1/2024 6:32:27 AM
43269,FSM257,10/1/2024 6:32:37 AM
43270,FSM257,10/1/2024 6:32:47 AM
43271,FSM257,10/1/2024 6:32:57 AM
43272,FSM257,10/1/2024 6:33:07 AM
43273,FSM257,10/1/2024 6:33:17 AM
43274,FSM257,10/1/2024 6:33:27 AM
43275,FSM257,10/1/2024 6:33:37 AM
43276,FSM257,10/1/2024 6:33:47 AM
43277,FSM257,10/1/2024 6:33:57 AM
43278,FSM257,10/1/2024 6:34:07 AM
43279,FSM257,10/1/2024 6:34:17 AM
43280,FSM257,10/1/2024 6:34:17 AM
43281,FSM257,10/1/2024 6:34:27 AM
43282,FSM257,10/1/2024 6:34:27 AM
